Date,Ticker,Sector,Open,High,Low,Close,Volume
2023-06-27,AAPL,Technology,183.62,184.45,183.03,183.72,1820126194
2023-06-28,AAPL,Technology,179.77,179.16,178.13,178.8,509526069
2023-06-29,AAPL,Technology,179.54,180.41,179.46,179.85,662006508
2023-06-30,AAPL,Technology,179.71,179.24,178.66,178.7,472856793
2023-07-03,AAPL,Technology,172.49,174.8,171.8,173.05,360199770
2023-07-04,AAPL,Technology,178.32,180.42,172.93,177.39,542457043
2023-07-05,AAPL,Technology,177.84,177.67,176.53,177.26,640527256
2023-07-06,AAPL,Technology,177.43,177.88,177.39,177.6,855233465
2023-07-07,AAPL,Technology,179.73,183.78,178.61,179.55,480647937
2023-07-10,AAPL,Technology,177.66,179.96,177.0,178.35,594675325
2023-07-11,AAPL,Technology,176.04,177.22,174.41,175.29,781372481
2023-07-12,AAPL,Technology,176.39,177.99,176.23,176.96,602116359
2023-07-13,AAPL,Technology,180.2,180.64,177.85,179.56,578369851
2023-07-14,AAPL,Technology,182.92,183.11,181.78,183.07,334299774
2023-07-17,AAPL,Technology,180.63,181.11,179.76,180.9,188233292
2023-07-18,AAPL,Technology,182.25,181.65,180.47,181.65,775318963
2023-07-19,AAPL,Technology,175.62,177.53,175.37,176.45,734527079
2023-07-20,AAPL,Technology,176.45,176.26,173.07,175.89,261088712
2023-07-21,AAPL,Technology,174.98,176.52,174.21,176.13,107203978
2023-07-24,AAPL,Technology,176.95,179.31,175.01,176.77,379430463
2023-07-25,AAPL,Technology,179.84,180.78,178.7,179.39,824349339
2023-07-26,AAPL,Technology,188.33,188.94,187.59,188.35,200327091
2023-07-27,AAPL,Technology,186.2,186.66,185.27,186.05,321590653
2023-07-28,AAPL,Technology,189.55,189.86,189.85,189.86,524310876
2023-07-31,AAPL,Technology,192.45,194.08,191.73,192.74,247535493
2023-08-01,AAPL,Technology,190.21,190.68,188.63,189.96,534474701
2023-08-02,AAPL,Technology,192.82,193.13,192.32,192.92,554003285
2023-08-03,AAPL,Technology,192.31,194.68,190.75,190.96,770929664
2023-08-04,AAPL,Technology,194.52,196.25,194.19,194.33,356260959
2023-08-07,AAPL,Technology,193.15,194.24,191.42,193.28,387375617
2023-08-08,AAPL,Technology,191.12,194.27,191.11,193.34,368419051
2023-08-09,AAPL,Technology,188.73,189.92,188.93,189.15,1002972338
2023-08-10,AAPL,Technology,189.24,190.78,189.38,190.32,815698935
2023-08-11,AAPL,Technology,188.64,191.14,188.49,190.12,730284563
2023-08-14,AAPL,Technology,192.54,192.85,190.13,191.47,267677660
2023-08-15,AAPL,Technology,196.86,198.61,196.18,197.18,655949075
2023-08-16,AAPL,Technology,194.33,195.57,195.25,195.31,702680013
2023-08-17,AAPL,Technology,191.09,193.92,192.03,193.57,440969433
2023-08-18,AAPL,Technology,201.77,203.3,202.0,202.03,490645753
2023-08-21,AAPL,Technology,204.81,206.01,202.26,204.08,694771006
2023-08-22,AAPL,Technology,206.36,205.79,204.65,205.75,406453319
2023-08-23,AAPL,Technology,202.43,203.86,201.17,203.69,232927398
2023-08-24,AAPL,Technology,204.61,204.44,204.07,204.36,433932206
2023-08-25,AAPL,Technology,209.79,212.59,208.51,209.9,213341685
2023-08-28,AAPL,Technology,209.54,212.08,209.26,209.3,258373718
2023-08-29,AAPL,Technology,208.36,207.66,206.51,207.04,641195865
2023-08-30,AAPL,Technology,204.11,203.36,202.15,202.96,1069300296
2023-08-31,AAPL,Technology,199.08,200.6,197.3,199.31,612573312
2023-09-01,AAPL,Technology,203.07,203.03,202.39,202.91,319551353
2023-09-04,AAPL,Technology,212.74,213.31,210.29,210.6,486817526
2023-09-05,AAPL,Technology,211.39,210.55,209.64,209.95,160542464
2023-09-06,AAPL,Technology,215.34,218.26,215.34,215.8,651166960
2023-09-07,AAPL,Technology,208.23,210.44,206.27,209.66,533437826
2023-09-08,AAPL,Technology,206.56,207.93,207.19,207.23,619198304
2023-09-11,AAPL,Technology,212.63,214.35,212.79,214.02,300747563
2023-09-12,AAPL,Technology,215.56,218.47,215.29,215.9,484993333
2023-09-13,AAPL,Technology,210.63,212.13,209.62,211.11,383549377
2023-09-14,AAPL,Technology,214.41,212.92,212.07,212.18,428793989
2023-09-15,AAPL,Technology,210.69,211.97,209.62,210.88,350655031
2023-09-18,AAPL,Technology,213.94,218.41,214.92,215.96,802912937
2023-09-19,AAPL,Technology,214.31,214.71,210.0,213.36,264781108
2023-09-20,AAPL,Technology,215.79,216.25,214.58,216.23,683788507
2023-09-21,AAPL,Technology,215.01,217.72,213.28,216.71,1089087784
2023-09-22,AAPL,Technology,216.97,218.74,214.87,217.18,769171912
2023-09-25,AAPL,Technology,216.73,219.37,214.23,216.75,259379624
2023-09-26,AAPL,Technology,215.39,219.78,217.49,218.23,535908541
2023-09-27,AAPL,Technology,218.83,220.72,217.83,220.01,681705328
2023-09-28,AAPL,Technology,224.23,228.0,224.22,224.8,465786840
2023-09-29,AAPL,Technology,226.31,227.15,225.05,226.27,281706703
2023-10-02,AAPL,Technology,222.66,223.12,219.88,221.92,611420591
2023-10-03,AAPL,Technology,214.04,216.26,213.04,215.09,384632106
2023-10-04,AAPL,Technology,216.3,218.3,216.51,216.94,987991775
2023-10-05,AAPL,Technology,222.9,225.55,223.65,223.8,320302941
2023-10-06,AAPL,Technology,226.71,226.73,223.44,225.97,228823117
2023-10-09,AAPL,Technology,230.61,232.16,229.61,230.32,1315961935
2023-10-10,AAPL,Technology,243.93,244.46,242.92,243.28,756208517
2023-10-11,AAPL,Technology,242.55,245.42,241.5,241.95,676851276
2023-10-12,AAPL,Technology,243.18,245.49,242.65,243.86,279894382
2023-10-13,AAPL,Technology,247.92,247.39,244.96,245.86,483809595
2023-10-16,AAPL,Technology,249.76,251.07,248.12,248.89,741770946
2023-10-17,AAPL,Technology,247.21,247.79,244.64,247.65,757240590
2023-10-18,AAPL,Technology,250.3,251.29,250.19,250.29,348740771
2023-10-19,AAPL,Technology,252.85,254.37,252.52,253.51,165309253
2023-10-20,AAPL,Technology,259.49,259.59,256.81,258.6,398809206
2023-10-23,AAPL,Technology,261.81,264.91,262.17,263.61,889323832
2023-10-24,AAPL,Technology,262.57,265.71,264.62,264.93,595151412
2023-10-25,AAPL,Technology,261.54,262.91,256.93,260.1,354198590
2023-10-26,AAPL,Technology,265.86,268.5,263.7,267.35,900000439
2023-10-27,AAPL,Technology,267.35,267.85,266.34,266.68,848261405
2023-10-30,AAPL,Technology,273.15,274.51,270.81,273.72,552597393
2023-10-31,AAPL,Technology,268.99,271.11,268.31,269.05,493186766
2023-11-01,AAPL,Technology,266.64,265.95,263.5,265.46,814125156
2023-11-02,AAPL,Technology,255.88,258.63,253.64,256.72,465340993
2023-11-03,AAPL,Technology,250.35,251.94,248.09,250.1,502281947
2023-11-06,AAPL,Technology,246.59,247.27,245.84,246.92,1120147315
2023-11-07,AAPL,Technology,253.98,255.58,251.27,252.95,273241985
2023-11-08,AAPL,Technology,255.58,259.92,254.45,256.76,806997181
2023-11-09,AAPL,Technology,258.59,259.23,257.39,258.09,249948120
2023-11-10,AAPL,Technology,262.97,265.49,262.55,263.03,225638845
2023-11-13,AAPL,Technology,267.04,266.76,265.41,265.55,410530746
2023-11-14,AAPL,Technology,268.09,270.51,268.27,268.32,543018507
2023-11-15,AAPL,Technology,266.04,266.9,264.86,266.62,217283052
2023-11-16,AAPL,Technology,276.05,278.14,272.25,275.1,377285447
2023-11-17,AAPL,Technology,275.4,277.13,275.97,276.48,343510924
2023-11-20,AAPL,Technology,271.03,273.82,271.86,272.01,682331407
2023-11-21,AAPL,Technology,280.07,280.67,278.84,279.37,614304404
2023-11-22,AAPL,Technology,278.1,281.5,278.76,279.84,749246079
2023-11-23,AAPL,Technology,285.36,286.13,284.3,284.39,436956012
2023-11-24,AAPL,Technology,287.96,295.45,288.14,289.97,564758801
2023-11-27,AAPL,Technology,291.85,294.36,290.4,293.82,686048794
2023-11-28,AAPL,Technology,289.59,294.7,286.07,290.7,368599568
2023-11-29,AAPL,Technology,295.33,296.2,295.18,295.29,185796662
2023-11-30,AAPL,Technology,297.44,296.93,294.14,295.3,258846700
2023-12-01,AAPL,Technology,300.9,300.38,299.04,299.72,575083408
2023-12-04,AAPL,Technology,301.96,305.23,302.08,302.88,282002004
2023-12-05,AAPL,Technology,296.46,305.52,295.5,298.47,250450291
2023-12-06,AAPL,Technology,300.77,302.47,299.83,301.15,455667014
2023-12-07,AAPL,Technology,302.67,303.23,297.64,303.02,316963373
2023-12-08,AAPL,Technology,303.59,311.33,303.17,304.07,769230137
2023-12-11,AAPL,Technology,309.96,307.83,305.31,306.8,275626096
2023-12-12,AAPL,Technology,308.09,311.8,308.13,309.51,393785378
2023-12-13,AAPL,Technology,306.04,310.36,305.69,307.96,498675955
2023-12-14,AAPL,Technology,303.65,307.18,303.59,304.12,1632467063
2023-12-15,AAPL,Technology,308.14,309.96,305.19,306.58,1378444306
2023-12-18,AAPL,Technology,298.5,302.4,293.46,297.92,314298470
2023-12-19,AAPL,Technology,301.37,307.22,300.87,300.87,770180198
2023-12-20,AAPL,Technology,295.85,295.68,293.29,295.47,310075644
2023-12-21,AAPL,Technology,294.65,295.73,291.86,293.39,431461877
2023-12-22,AAPL,Technology,293.61,297.08,292.98,293.68,1798819665
2023-12-25,AAPL,Technology,288.29,291.26,285.59,287.89,1168878106
2023-12-26,AAPL,Technology,291.68,290.81,289.78,289.91,839430813
2023-12-27,AAPL,Technology,285.58,289.75,286.26,286.73,469997396
2023-12-28,AAPL,Technology,293.29,294.27,293.1,293.2,741522038
2023-12-29,AAPL,Technology,283.12,282.8,280.95,281.43,379379953
2022-01-03,MSFT,Technology,323.11,326.65,323.39,325.04,355070637
2022-01-04,MSFT,Technology,325.63,325.75,318.46,324.18,917751780
2022-01-05,MSFT,Technology,327.65,330.64,327.13,327.66,654509851
2022-01-06,MSFT,Technology,332.02,333.2,331.04,331.26,1004656130
2022-01-07,MSFT,Technology,337.46,337.21,334.87,335.09,595481808
2022-01-10,MSFT,Technology,329.84,334.29,328.73,330.58,381741225
2022-01-11,MSFT,Technology,332.76,333.47,331.72,332.24,1135091029
2022-01-12,MSFT,Technology,336.29,338.56,335.49,338.04,591968229
2022-01-13,MSFT,Technology,346.79,348.53,345.57,347.93,281370673
2022-01-14,MSFT,Technology,343.69,344.68,339.8,343.66,761757321
2022-01-17,MSFT,Technology,340.52,342.89,337.39,338.77,349174628
2022-01-18,MSFT,Technology,343.8,346.51,341.06,343.51,639774040
2022-01-19,MSFT,Technology,335.55,339.56,335.54,337.15,611608632
2022-01-20,MSFT,Technology,330.79,332.11,326.62,329.88,663351429
2022-01-21,MSFT,Technology,325.42,327.82,325.62,326.3,293011571
2022-01-24,MSFT,Technology,316.3,317.03,312.19,316.15,425287467
2022-01-25,MSFT,Technology,320.85,320.45,318.84,319.68,573649427
2022-01-26,MSFT,Technology,322.61,322.6,317.44,321.39,659000200
2022-01-27,MSFT,Technology,316.05,316.88,316.16,316.26,573305896
2022-01-28,MSFT,Technology,324.6,326.4,320.2,323.6,942896105
2022-01-31,MSFT,Technology,327.37,328.54,320.45,325.7,549574168
2022-02-01,MSFT,Technology,330.66,331.63,331.18,331.24,1060182266
2022-02-02,MSFT,Technology,324.72,331.01,325.7,327.0,583073988
2022-02-03,MSFT,Technology,315.18,317.7,313.88,316.11,516080772
2022-02-04,MSFT,Technology,328.51,327.41,323.33,326.09,1294374747
2022-02-07,MSFT,Technology,325.0,328.85,322.71,326.21,380633330
2022-02-08,MSFT,Technology,331.27,337.22,331.23,332.73,1310311268
2022-02-09,MSFT,Technology,332.57,330.89,329.1,330.01,743580796
2022-02-10,MSFT,Technology,333.22,333.53,332.18,332.29,136962806
2022-02-11,MSFT,Technology,331.46,331.46,327.77,330.82,438015295
2022-02-14,MSFT,Technology,339.95,344.49,338.94,340.21,467554378
2022-02-15,MSFT,Technology,335.94,338.38,335.8,337.85,662383738
2022-02-16,MSFT,Technology,340.28,343.55,338.91,341.36,550634946
2022-02-17,MSFT,Technology,345.05,346.03,344.68,345.94,439771885
2022-02-18,MSFT,Technology,342.23,346.96,344.42,344.9,379522000
2022-02-21,MSFT,Technology,343.33,344.14,342.77,343.44,616593640
2022-02-22,MSFT,Technology,346.53,350.15,344.99,348.34,380272454
2022-02-23,MSFT,Technology,345.7,348.62,342.89,346.49,531234079
2022-02-24,MSFT,Technology,348.27,351.45,348.73,349.89,477598230
2022-02-25,MSFT,Technology,344.62,346.83,340.31,345.24,563993717
2022-02-28,MSFT,Technology,344.62,353.83,345.39,346.36,462551230
2022-03-01,MSFT,Technology,338.16,336.84,334.38,336.62,368602675
2022-03-02,MSFT,Technology,335.56,337.81,331.42,336.1,1212898178
2022-03-03,MSFT,Technology,341.25,341.89,339.57,340.58,185055013
2022-03-04,MSFT,Technology,336.77,341.45,339.02,339.16,472617889
2022-03-07,MSFT,Technology,350.16,351.98,348.33,348.51,403927712
2022-03-08,MSFT,Technology,338.65,341.62,334.87,339.11,429575474
2022-03-09,MSFT,Technology,341.33,342.73,333.19,337.59,448077781
2022-03-10,MSFT,Technology,337.3,343.4,335.27,339.28,540706827
2022-03-11,MSFT,Technology,332.41,335.0,331.19,333.43,370527657
2022-03-14,MSFT,Technology,330.97,332.81,327.68,330.6,892002573
2022-03-15,MSFT,Technology,329.92,329.87,327.38,327.99,534613073
2022-03-16,MSFT,Technology,326.41,326.56,322.43,325.3,595137871
2022-03-17,MSFT,Technology,324.66,325.97,321.5,323.79,896931679
2022-03-18,MSFT,Technology,319.65,321.77,315.24,320.59,477689039
2022-03-21,MSFT,Technology,316.48,318.39,314.33,316.02,441785704
2022-03-22,MSFT,Technology,305.49,309.97,303.32,304.8,122822106
2022-03-23,MSFT,Technology,301.87,303.72,299.09,302.45,587563270
2022-03-24,MSFT,Technology,303.55,308.39,301.36,303.23,625545307
2022-03-25,MSFT,Technology,321.9,327.74,317.92,322.37,560121595
2022-03-28,MSFT,Technology,322.76,323.32,320.76,322.23,227216337
2022-03-29,MSFT,Technology,325.46,327.28,323.24,326.19,909653766
2022-03-30,MSFT,Technology,324.72,324.43,321.61,323.5,683511383
2022-03-31,MSFT,Technology,333.33,333.63,331.38,333.16,927437431
2022-04-01,MSFT,Technology,329.33,331.39,328.92,329.43,507941195
2022-04-04,MSFT,Technology,333.47,331.17,330.29,330.86,794103880
2022-04-05,MSFT,Technology,337.16,336.78,333.17,335.56,751831957
2022-04-06,MSFT,Technology,340.75,345.23,342.94,343.57,398717796
2022-04-07,MSFT,Technology,348.82,350.45,347.36,349.15,570502730
2022-04-08,MSFT,Technology,342.52,343.08,334.64,342.84,214702386
2022-04-11,MSFT,Technology,352.22,351.73,348.26,349.56,301880481
2022-04-12,MSFT,Technology,361.48,362.12,358.76,359.44,279036524
2022-04-13,MSFT,Technology,352.93,356.53,353.3,354.8,894290776
2022-04-14,MSFT,Technology,350.22,354.44,351.83,353.44,555305338
2022-04-15,MSFT,Technology,346.14,342.92,338.98,342.73,765225684
2022-04-18,MSFT,Technology,344.35,346.89,341.09,343.42,536139645
2022-04-19,MSFT,Technology,345.47,348.48,342.95,344.97,212097425
2022-04-20,MSFT,Technology,337.85,340.11,339.52,339.77,1620237106
2022-04-21,MSFT,Technology,347.75,349.8,347.92,348.12,301427707
2022-04-22,MSFT,Technology,349.24,349.37,345.19,348.66,448926832
2022-04-25,MSFT,Technology,341.31,340.44,337.0,338.12,640831149
2022-04-26,MSFT,Technology,332.79,332.28,326.9,330.99,383341837
2022-04-27,MSFT,Technology,328.29,334.1,327.19,330.6,362378693
2022-04-28,MSFT,Technology,335.43,340.28,328.57,336.19,639291058
2022-04-29,MSFT,Technology,344.72,344.02,341.62,342.75,190493598
2022-05-02,MSFT,Technology,339.85,341.24,339.49,340.72,493592337
2022-05-03,MSFT,Technology,325.65,328.98,326.07,327.26,499686825
2022-05-04,MSFT,Technology,328.11,330.6,329.24,329.69,437546857
2022-05-05,MSFT,Technology,333.39,333.43,331.45,333.01,693529888
2022-05-06,MSFT,Technology,322.87,325.18,321.32,322.19,882812561
2022-05-09,MSFT,Technology,313.98,317.0,314.49,315.21,1155117939
2022-05-10,MSFT,Technology,309.12,312.37,310.48,310.99,398078445
2022-05-11,MSFT,Technology,311.83,313.49,312.43,312.66,227523672
2022-05-12,MSFT,Technology,314.72,318.78,314.32,314.36,685981609
2022-05-13,MSFT,Technology,310.59,312.27,307.57,308.07,336289684
2022-05-16,MSFT,Technology,317.5,319.09,315.72,317.13,428471889
2022-05-17,MSFT,Technology,321.51,323.68,318.23,323.31,442113468
2022-05-18,MSFT,Technology,321.84,325.16,321.85,325.01,521277959
2022-05-19,MSFT,Technology,316.32,317.58,315.42,315.66,314992226
2022-05-20,MSFT,Technology,322.01,324.9,320.71,322.22,648341837
2022-05-23,MSFT,Technology,320.37,320.85,314.46,318.67,336867004
2022-05-24,MSFT,Technology,321.33,323.92,319.14,320.61,190486489
2022-05-25,MSFT,Technology,312.84,315.46,313.98,314.74,589325584
2022-05-26,MSFT,Technology,317.76,316.59,314.19,316.1,1110086255
2022-05-27,MSFT,Technology,313.19,315.29,312.52,313.75,452501393
2022-05-30,MSFT,Technology,317.67,322.41,314.21,317.56,394943560
2022-05-31,MSFT,Technology,319.57,317.3,312.81,317.2,495294362
2022-06-01,MSFT,Technology,320.3,321.98,316.93,319.54,424396812
2022-06-02,MSFT,Technology,322.99,329.48,323.71,323.97,602218849
2022-06-03,MSFT,Technology,326.32,328.35,324.64,326.5,309874794
2022-06-06,MSFT,Technology,330.38,331.98,323.3,331.0,288650764
2022-06-07,MSFT,Technology,324.6,325.65,322.18,322.46,567409734
2022-06-08,MSFT,Technology,318.32,320.59,318.25,319.43,272409951
2022-06-09,MSFT,Technology,310.42,311.54,310.18,310.57,394061101
2022-06-10,MSFT,Technology,307.15,307.45,302.74,305.96,293941548
2022-06-13,MSFT,Technology,303.85,305.92,301.16,302.37,627851382
2022-06-14,MSFT,Technology,306.69,308.48,304.48,307.2,328451727
2022-06-15,MSFT,Technology,315.23,316.83,311.58,313.83,1211118440
2022-06-16,MSFT,Technology,310.9,313.64,306.17,311.87,225195591
2022-06-17,MSFT,Technology,302.02,304.3,298.02,302.58,603741445
2022-06-20,MSFT,Technology,305.51,304.6,303.03,303.57,301367741
2022-06-21,MSFT,Technology,301.72,302.23,298.37,300.37,607955751
2022-06-22,MSFT,Technology,308.48,309.03,302.06,306.15,700854595
2022-06-23,MSFT,Technology,313.81,319.14,313.64,314.97,695916097
2022-06-24,MSFT,Technology,310.85,311.65,306.37,309.77,559120466
2022-06-27,MSFT,Technology,306.15,307.03,301.92,304.97,475791475
2022-06-28,MSFT,Technology,305.91,307.93,300.42,303.02,255765665
2022-06-29,MSFT,Technology,304.31,306.48,300.97,304.03,775452872
2022-06-30,MSFT,Technology,305.79,311.16,300.12,304.18,445006359
2022-07-01,MSFT,Technology,308.38,309.11,306.22,308.03,191624689
2022-07-04,MSFT,Technology,312.74,311.83,309.5,311.09,583065402
2022-07-05,MSFT,Technology,313.77,314.12,310.15,311.92,994914839
2022-07-06,MSFT,Technology,312.65,310.94,308.58,310.83,676679571
2022-07-07,MSFT,Technology,320.95,322.83,319.61,320.58,670305923
2022-07-08,MSFT,Technology,320.72,321.8,317.31,319.57,306847963
2022-07-11,MSFT,Technology,326.72,329.65,326.24,326.59,640032097
2022-07-12,MSFT,Technology,323.6,322.26,316.64,322.19,222236655
2022-07-13,MSFT,Technology,329.0,330.91,329.47,330.03,420090433
2022-07-14,MSFT,Technology,338.19,344.34,334.17,337.62,265331136
2022-07-15,MSFT,Technology,330.0,336.37,329.41,331.92,856750473
2022-07-18,MSFT,Technology,332.1,336.32,333.23,333.81,841259472
2022-07-19,MSFT,Technology,342.57,341.03,338.6,339.58,485089109
2022-07-20,MSFT,Technology,331.57,334.46,327.7,333.26,404947754
2022-07-21,MSFT,Technology,337.47,335.73,332.95,335.58,1547676113
2022-07-22,MSFT,Technology,337.17,339.17,332.56,336.74,842545876
2022-07-25,MSFT,Technology,337.54,339.4,337.8,339.4,736467498
2022-07-26,MSFT,Technology,345.45,348.72,340.08,344.46,976804729
2022-07-27,MSFT,Technology,338.02,340.85,336.77,337.17,1191144458
2022-07-28,MSFT,Technology,343.18,341.74,338.28,341.08,299506682
2022-07-29,MSFT,Technology,351.26,350.86,345.61,350.07,453045108
2022-08-01,MSFT,Technology,347.4,348.21,346.07,347.26,360533088
2022-08-02,MSFT,Technology,347.24,346.67,340.55,346.45,297266436
2022-08-03,MSFT,Technology,337.85,344.75,335.28,340.16,340351519
2022-08-04,MSFT,Technology,351.59,352.37,350.39,350.89,518024239
2022-08-05,MSFT,Technology,353.73,353.91,346.49,350.56,209172672
2022-08-08,MSFT,Technology,345.8,345.7,342.26,344.92,337091140
2022-08-09,MSFT,Technology,358.81,360.38,356.37,356.98,843398577
2022-08-10,MSFT,Technology,355.39,356.17,353.64,353.86,520099240
2022-08-11,MSFT,Technology,344.91,347.25,344.83,345.04,1300833550
2022-08-12,MSFT,Technology,341.32,338.86,333.47,337.49,396347253
2022-08-15,MSFT,Technology,340.08,341.8,339.71,340.25,603337738
2022-08-16,MSFT,Technology,326.2,328.34,326.23,326.56,1350081904
2022-08-17,MSFT,Technology,321.79,324.18,317.99,323.13,368496716
2022-08-18,MSFT,Technology,320.39,324.64,321.93,322.47,371818250
2022-08-19,MSFT,Technology,320.1,319.63,318.35,319.43,199633575
2022-08-22,MSFT,Technology,325.69,325.62,321.37,324.97,841470469
2022-08-23,MSFT,Technology,327.33,331.02,326.12,327.49,1511271762
2022-08-24,MSFT,Technology,330.11,333.77,328.85,332.25,561632197
2022-08-25,MSFT,Technology,335.77,334.76,332.74,333.12,686901345
2022-08-26,MSFT,Technology,326.5,327.43,325.03,327.14,394524644
2022-08-29,MSFT,Technology,323.83,328.0,324.41,324.74,112141907
2022-08-30,MSFT,Technology,335.53,338.42,334.49,335.5,270064891
2022-08-31,MSFT,Technology,346.47,349.94,344.27,344.7,529605733
2022-09-01,MSFT,Technology,336.67,338.55,337.08,337.44,434920303
2022-09-02,MSFT,Technology,335.26,337.26,336.9,337.04,338993647
2022-09-05,MSFT,Technology,332.12,332.8,324.65,330.22,970357092
2022-09-06,MSFT,Technology,328.61,335.57,327.77,328.72,292712334
2022-09-07,MSFT,Technology,324.6,330.1,324.37,326.11,218260620
2022-09-08,MSFT,Technology,323.63,325.05,323.21,324.5,626556672
2022-09-09,MSFT,Technology,334.34,336.83,334.52,334.64,405918692
2022-09-12,MSFT,Technology,341.15,342.78,340.94,341.07,377510108
2022-09-13,MSFT,Technology,334.51,334.54,333.52,333.68,371552171
2022-09-14,MSFT,Technology,337.32,342.68,335.64,340.3,602974238
2022-09-15,MSFT,Technology,345.18,345.17,341.82,342.99,160145058
2022-09-16,MSFT,Technology,348.67,352.75,343.18,345.85,362708116
2022-09-19,MSFT,Technology,336.35,340.0,333.84,339.46,286814161
2022-09-20,MSFT,Technology,345.54,352.86,347.4,347.69,1383554502
2022-09-21,MSFT,Technology,356.58,358.6,354.35,356.67,447783296
2022-09-22,MSFT,Technology,356.73,362.83,356.14,358.66,965588410
2022-09-23,MSFT,Technology,358.56,362.55,356.34,360.57,476551907
2022-09-26,MSFT,Technology,362.1,362.09,356.62,357.61,193340052
2022-09-27,MSFT,Technology,357.33,359.36,357.18,357.53,253377699
2022-09-28,MSFT,Technology,361.11,361.14,352.68,358.97,783430498
2022-09-29,MSFT,Technology,359.78,360.03,356.29,359.37,762420483
2022-09-30,MSFT,Technology,358.12,361.53,356.85,357.77,257098401
2022-10-03,MSFT,Technology,358.06,361.91,357.69,359.52,284681774
2022-10-04,MSFT,Technology,369.58,375.81,366.14,371.85,502761708
2022-10-05,MSFT,Technology,366.53,366.29,361.59,364.27,397969195
2022-10-06,MSFT,Technology,367.86,372.39,363.77,370.6,910602129
2022-10-07,MSFT,Technology,378.15,380.45,374.47,377.51,433005881
2022-10-10,MSFT,Technology,372.65,374.79,366.54,372.65,717343239
2022-10-11,MSFT,Technology,365.56,370.34,364.86,368.05,394209525
2022-10-12,MSFT,Technology,369.09,368.68,367.83,368.36,686027229
2022-10-13,MSFT,Technology,375.02,375.74,371.95,372.8,758856758
2022-10-14,MSFT,Technology,364.81,365.75,358.95,364.72,1253096479
2022-10-17,MSFT,Technology,356.53,361.7,357.1,359.3,353580763
2022-10-18,MSFT,Technology,364.18,364.68,362.15,362.83,599000530
2022-10-19,MSFT,Technology,364.27,365.48,363.41,364.49,609959308
2022-10-20,MSFT,Technology,361.64,362.23,358.84,361.7,323432038
2022-10-21,MSFT,Technology,356.76,356.1,354.76,355.36,391085676
2022-10-24,MSFT,Technology,356.31,359.37,356.52,357.79,522785467
2022-10-25,MSFT,Technology,360.27,360.0,353.97,359.98,1466677564
2022-10-26,MSFT,Technology,358.58,360.1,356.95,358.02,880823288
2022-10-27,MSFT,Technology,350.67,352.97,349.26,350.92,574691342
2022-10-28,MSFT,Technology,358.27,359.29,353.54,356.8,469723930
2022-10-31,MSFT,Technology,359.46,357.54,356.9,357.33,465275853
2022-11-01,MSFT,Technology,353.19,352.14,350.53,351.03,655918658
2022-11-02,MSFT,Technology,348.57,353.25,345.63,346.36,449723174
2022-11-03,MSFT,Technology,351.27,351.77,346.02,349.42,750386151
2022-11-04,MSFT,Technology,349.39,349.36,346.84,347.77,434036699
2022-11-07,MSFT,Technology,352.32,357.91,351.2,353.8,452280206
2022-11-08,MSFT,Technology,356.4,357.14,351.8,355.64,494829355
2022-11-09,MSFT,Technology,343.87,351.24,346.8,347.58,804972525
2022-11-10,MSFT,Technology,346.49,355.8,340.4,346.8,460043449
2022-11-11,MSFT,Technology,349.29,357.24,347.81,352.43,355481084
2022-11-14,MSFT,Technology,353.69,357.24,352.78,355.83,152386112
2022-11-15,MSFT,Technology,361.08,363.21,354.99,360.82,721315974
2022-11-16,MSFT,Technology,359.55,361.54,359.76,360.22,247266298
2022-11-17,MSFT,Technology,356.51,357.69,355.29,356.21,294982254
2022-11-18,MSFT,Technology,357.82,361.47,354.77,355.28,232159207
2022-11-21,MSFT,Technology,351.27,352.98,348.53,352.06,343217472
2022-11-22,MSFT,Technology,341.55,341.35,335.5,341.07,479790692
2022-11-23,MSFT,Technology,344.34,342.96,340.7,342.93,543141678
2022-11-24,MSFT,Technology,344.27,345.81,339.55,343.13,367980159
2022-11-25,MSFT,Technology,347.41,350.12,346.55,348.73,200127600
2022-11-28,MSFT,Technology,347.82,356.62,348.02,351.47,464729072
2022-11-29,MSFT,Technology,348.68,351.65,347.81,350.73,611964560
2022-11-30,MSFT,Technology,348.06,348.63,345.28,347.75,930878217
2022-12-01,MSFT,Technology,350.69,352.27,350.39,351.11,487080561
2022-12-02,MSFT,Technology,347.65,349.85,348.8,349.39,291940504
2022-12-05,MSFT,Technology,342.0,346.11,338.4,341.73,310472609
2022-12-06,MSFT,Technology,345.77,344.74,339.21,344.64,727699919
2022-12-07,MSFT,Technology,339.43,340.41,336.94,339.26,257814475
2022-12-08,MSFT,Technology,328.98,330.64,329.31,329.63,268398861
2022-12-09,MSFT,Technology,327.92,328.33,327.51,327.62,347037152
2022-12-12,MSFT,Technology,335.84,337.0,332.56,333.86,617045946
2022-12-13,MSFT,Technology,330.51,334.29,330.12,332.88,298696292
2022-12-14,MSFT,Technology,329.26,334.14,329.86,330.86,415438915
2022-12-15,MSFT,Technology,325.46,329.57,325.14,327.71,1084506007
2022-12-16,MSFT,Technology,331.9,335.05,330.92,332.15,236965256
2022-12-19,MSFT,Technology,327.64,330.76,326.05,329.46,404129945
2022-12-20,MSFT,Technology,327.57,332.44,327.21,328.76,440008597
2022-12-21,MSFT,Technology,326.13,328.55,326.47,326.49,402848475
